CountryName,subset,question_code,question_label,answer,percentage,CountryID
Austria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Difficulty in gaining access to healthcare,8.0,AT
Austria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,11.0,AT
Austria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,8.0,AT
Austria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,11.0,AT
Austria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),16.0,AT
Austria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,15.0,AT
Austria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Pressure or being forced to undergo any medical or psychological test,16.0,AT
Austria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,7.0,AT
Austria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,58.0,AT
Belgium,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Difficulty in gaining access to healthcare,1.0,BE
Belgium,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,6.0,BE
Belgium,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,3.0,BE
Belgium,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,4.0,BE
Belgium,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),10.0,BE
Belgium,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,14.0,BE
Belgium,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Pressure or being forced to undergo any medical or psychological test,3.0,BE
Belgium,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,4.0,BE
Belgium,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,69.0,BE
Belgium,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Difficulty in gaining access to healthcare,1.0,BE
Belgium,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,5.0,BE
Belgium,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,3.0,BE
Belgium,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,3.0,BE
Belgium,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),5.0,BE
Belgium,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,11.0,BE
Belgium,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Pressure or being forced to undergo any medical or psychological test,3.0,BE
Belgium,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,3.0,BE
Belgium,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,77.0,BE
Belgium,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,5.0,BE
Belgium,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,1.0,BE
Belgium,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,2.0,BE
Belgium,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),5.0,BE
Belgium,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,11.0,BE
Belgium,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Pressure or being forced to undergo any medical or psychological test,2.0,BE
Belgium,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,7.0,BE
Belgium,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,74.0,BE
Belgium,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,2.0,BE
Belgium,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,1.0,BE
Belgium,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,3.0,BE
Belgium,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),4.0,BE
Belgium,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,10.0,BE
Belgium,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Pressure or being forced to undergo any medical or psychological test,2.0,BE
Belgium,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,4.0,BE
Belgium,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,81.0,BE
Belgium,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Difficulty in gaining access to healthcare,7.0,BE
Belgium,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,10.0,BE
Belgium,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,8.0,BE
Belgium,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,12.0,BE
Belgium,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),11.0,BE
Belgium,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,24.0,BE
Belgium,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Pressure or being forced to undergo any medical or psychological test,13.0,BE
Belgium,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,4.0,BE
Belgium,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,59.0,BE
Bulgaria,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Difficulty in gaining access to healthcare,0.0,BG
Bulgaria,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,3.0,BG
Bulgaria,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,4.0,BG
Bulgaria,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,6.0,BG
Bulgaria,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),8.0,BG
Bulgaria,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,26.0,BG
Bulgaria,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Pressure or being forced to undergo any medical or psychological test,8.0,BG
Bulgaria,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,4.0,BG
Bulgaria,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,62.0,BG
Bulgaria,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Difficulty in gaining access to healthcare,3.0,BG
Bulgaria,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,3.0,BG
Bulgaria,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,4.0,BG
Bulgaria,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,8.0,BG
Bulgaria,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),6.0,BG
Bulgaria,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,24.0,BG
Bulgaria,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Pressure or being forced to undergo any medical or psychological test,7.0,BG
Bulgaria,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,3.0,BG
Bulgaria,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,67.0,BG
Bulgaria,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Difficulty in gaining access to healthcare,1.0,BG
Bulgaria,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,1.0,BG
Bulgaria,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,4.0,BG
Bulgaria,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,4.0,BG
Bulgaria,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),6.0,BG
Bulgaria,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,21.0,BG
Bulgaria,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Pressure or being forced to undergo any medical or psychological test,3.0,BG
Bulgaria,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,4.0,BG
Bulgaria,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,71.0,BG
Bulgaria,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Difficulty in gaining access to healthcare,1.0,BG
Bulgaria,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,2.0,BG
Bulgaria,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,3.0,BG
Bulgaria,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,10.0,BG
Bulgaria,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),7.0,BG
Bulgaria,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,18.0,BG
Bulgaria,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Pressure or being forced to undergo any medical or psychological test,3.0,BG
Bulgaria,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,6.0,BG
Bulgaria,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,67.0,BG
Bulgaria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Difficulty in gaining access to healthcare,4.0,BG
Bulgaria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,8.0,BG
Bulgaria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,7.0,BG
Bulgaria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,9.0,BG
Bulgaria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),10.0,BG
Bulgaria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,22.0,BG
Bulgaria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Pressure or being forced to undergo any medical or psychological test,6.0,BG
Bulgaria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,4.0,BG
Bulgaria,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,69.0,BG
Cyprus,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Difficulty in gaining access to healthcare,2.0,CY
Cyprus,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,7.0,CY
Cyprus,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,2.0,CY
Cyprus,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,7.0,CY
Cyprus,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),5.0,CY
Cyprus,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,10.0,CY
Cyprus,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Pressure or being forced to undergo any medical or psychological test,7.0,CY
Cyprus,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,7.0,CY
Cyprus,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,71.0,CY
Cyprus,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Difficulty in gaining access to healthcare,2.0,CY
Cyprus,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,7.0,CY
Cyprus,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,4.0,CY
Cyprus,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,10.0,CY
Cyprus,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),10.0,CY
Cyprus,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,21.0,CY
Cyprus,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Pressure or being forced to undergo any medical or psychological test,4.0,CY
Cyprus,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,13.0,CY
Cyprus,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,58.0,CY
Cyprus,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),,CY
Cyprus,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,,CY
Cyprus,Bisexual women,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,,CY
Cyprus,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Difficulty in gaining access to healthcare,,CY
Cyprus,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,,CY
Cyprus,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,,CY
Cyprus,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,,CY
Cyprus,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),,CY
Cyprus,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,,CY
Cyprus,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,,CY
Cyprus,Bisexual men,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,,CY
Cyprus,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Difficulty in gaining access to healthcare,4.0,CY
Cyprus,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,20.0,CY
Cyprus,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,4.0,CY
Cyprus,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,8.0,CY
Cyprus,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),12.0,CY
Cyprus,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,12.0,CY
Cyprus,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Pressure or being forced to undergo any medical or psychological test,12.0,CY
Cyprus,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,4.0,CY
Cyprus,Transgender,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,76.0,CY
Czech Republic,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Difficulty in gaining access to healthcare,1.0,CZ
Czech Republic,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,3.0,CZ
Czech Republic,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Receiving unequal treatment when dealing with medical staff,4.0,CZ
Czech Republic,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Foregoing treatment for fear of discrimination or intolerant reactions,3.0,CZ
Czech Republic,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Specific needs ignored (not taken into account),4.0,CZ
Czech Republic,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Inappropriate curiosity,15.0,CZ
Czech Republic,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Pressure or being forced to undergo any medical or psychological test,2.0,CZ
Czech Republic,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",I have never accessed healthcare services,2.0,CZ
Czech Republic,Lesbian,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",None of the above,77.0,CZ
Czech Republic,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Difficulty in gaining access to healthcare,1.0,CZ
Czech Republic,Gay,c10,"Have you ever experienced any of the following situations when using or trying to access healthcare services as a L, G, B or T person?",Having to change general practitioners or other specialists due to their negative reaction,3.0,CZ
