,question_code,answer,question_label
38,b1_h,Very rare,"In your opinion, how widespread are positive measures to promote respect for the human rights of lesbian, gay or bisexual people in the country where you live? *"
39,b1_h,Very widespread,"In your opinion, how widespread are positive measures to promote respect for the human rights of lesbian, gay or bisexual people in the country where you live? *"
40,b1_i,Don`t know,"In your opinion, how widespread are positive measures to promote respect for the human rights of transgender people in the country where you live? *"
41,b1_i,Fairly rare,"In your opinion, how widespread are positive measures to promote respect for the human rights of transgender people in the country where you live? *"
42,b1_i,Fairly widespread,"In your opinion, how widespread are positive measures to promote respect for the human rights of transgender people in the country where you live? *"
43,b1_i,Very rare,"In your opinion, how widespread are positive measures to promote respect for the human rights of transgender people in the country where you live? *"
44,b1_i,Very widespread,"In your opinion, how widespread are positive measures to promote respect for the human rights of transgender people in the country where you live? *"
45,b2_a,Agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?"
46,b2_a,Current situation is fine,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?"
47,b2_a,Disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?"
48,b2_a,Don`t know,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?"
49,b2_a,Strongly agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?"
50,b2_a,Strongly disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?"
51,b2_b,Agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Measures implemented at school to respect lesbian, gay and bisexual people?"
52,b2_b,Current situation is fine,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Measures implemented at school to respect lesbian, gay and bisexual people?"
53,b2_b,Disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Measures implemented at school to respect lesbian, gay and bisexual people?"
54,b2_b,Don`t know,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Measures implemented at school to respect lesbian, gay and bisexual people?"
55,b2_b,Strongly agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Measures implemented at school to respect lesbian, gay and bisexual people?"
56,b2_b,Strongly disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Measures implemented at school to respect lesbian, gay and bisexual people?"
57,b2_c,Agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Public figures in politics, business, sports, etc openly speaking in support of lesbian, gay and bisexual people?"
58,b2_c,Current situation is fine,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Public figures in politics, business, sports, etc openly speaking in support of lesbian, gay and bisexual people?"
59,b2_c,Disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Public figures in politics, business, sports, etc openly speaking in support of lesbian, gay and bisexual people?"
60,b2_c,Don`t know,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Public figures in politics, business, sports, etc openly speaking in support of lesbian, gay and bisexual people?"
61,b2_c,Strongly agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Public figures in politics, business, sports, etc openly speaking in support of lesbian, gay and bisexual people?"
62,b2_c,Strongly disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Public figures in politics, business, sports, etc openly speaking in support of lesbian, gay and bisexual people?"
63,b2_d,Agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? National authorities who promote the rights of lesbian, gay and bisexual people?"
64,b2_d,Current situation is fine,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? National authorities who promote the rights of lesbian, gay and bisexual people?"
65,b2_d,Disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? National authorities who promote the rights of lesbian, gay and bisexual people?"
66,b2_d,Don`t know,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? National authorities who promote the rights of lesbian, gay and bisexual people?"
67,b2_d,Strongly agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? National authorities who promote the rights of lesbian, gay and bisexual people?"
68,b2_d,Strongly disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? National authorities who promote the rights of lesbian, gay and bisexual people?"
69,b2_e,Agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Training of public servants (eg police, teachers) on the rights of lesbian, gay and bisexual people?"
70,b2_e,Current situation is fine,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Training of public servants (eg police, teachers) on the rights of lesbian, gay and bisexual people?"
71,b2_e,Disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Training of public servants (eg police, teachers) on the rights of lesbian, gay and bisexual people?"
72,b2_e,Don`t know,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Training of public servants (eg police, teachers) on the rights of lesbian, gay and bisexual people?"
73,b2_e,Strongly agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Training of public servants (eg police, teachers) on the rights of lesbian, gay and bisexual people?"
74,b2_e,Strongly disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Training of public servants (eg police, teachers) on the rights of lesbian, gay and bisexual people?"
75,b2_f,Agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?"
76,b2_f,Current situation is fine,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?"
77,b2_f,Disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?"
78,b2_f,Don`t know,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?"
79,b2_f,Strongly agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?"
80,b2_f,Strongly disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?"
81,b2_g,Agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? The possibility to marry and/or register a partnership?"
82,b2_g,Current situation is fine,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? The possibility to marry and/or register a partnership?"
83,b2_g,Disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? The possibility to marry and/or register a partnership?"
84,b2_g,Don`t know,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? The possibility to marry and/or register a partnership?"
85,b2_g,Strongly agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? The possibility to marry and/or register a partnership?"
86,b2_g,Strongly disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? The possibility to marry and/or register a partnership?"
87,b2_h,Agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? The possibility to foster / adopt children?"
88,b2_h,Current situation is fine,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? The possibility to foster / adopt children?"
89,b2_h,Disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? The possibility to foster / adopt children?"
90,b2_h,Don`t know,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? The possibility to foster / adopt children?"
91,b2_h,Strongly agree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? The possibility to foster / adopt children?"
92,b2_h,Strongly disagree,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? The possibility to foster / adopt children?"
93,b2_i,Agree,"Recognition of same-sex partnerships across the European Union - What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live?"
94,b2_i,Current situation is fine,"Recognition of same-sex partnerships across the European Union - What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live?"
95,b2_i,Disagree,"Recognition of same-sex partnerships across the European Union - What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live?"
96,b2_i,Don`t know,"Recognition of same-sex partnerships across the European Union - What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live?"
97,b2_i,Strongly agree,"Recognition of same-sex partnerships across the European Union - What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live?"
98,b2_i,Strongly disagree,"Recognition of same-sex partnerships across the European Union - What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live?"
99,c1_b,Don`t know,"For each of the following types of discrimination, could you please specify whether, in your opinion, it is very rare, fairly rare, fairly widespread or very widespread in the country where you live?"
100,c1_b,Fairly rare,"For each of the following types of discrimination, could you please specify whether, in your opinion, it is very rare, fairly rare, fairly widespread or very widespread in the country where you live?"
101,c1_b,Fairly widespread,"For each of the following types of discrimination, could you please specify whether, in your opinion, it is very rare, fairly rare, fairly widespread or very widespread in the country where you live?"
102,c1_b,Very rare,"For each of the following types of discrimination, could you please specify whether, in your opinion, it is very rare, fairly rare, fairly widespread or very widespread in the country where you live?"
103,c1_b,Very widespread,"For each of the following types of discrimination, could you please specify whether, in your opinion, it is very rare, fairly rare, fairly widespread or very widespread in the country where you live?"
104,c1_c,Don`t know,"For each of the following types of discrimination, could you please specify whether, in your opinion, it is very rare, fairly rare, fairly widespread or very widespread in the country where you live?"
105,c1_c,Fairly rare,"For each of the following types of discrimination, could you please specify whether, in your opinion, it is very rare, fairly rare, fairly widespread or very widespread in the country where you live?"
106,c1_c,Fairly widespread,"For each of the following types of discrimination, could you please specify whether, in your opinion, it is very rare, fairly rare, fairly widespread or very widespread in the country where you live?"
107,c1_c,Very rare,"For each of the following types of discrimination, could you please specify whether, in your opinion, it is very rare, fairly rare, fairly widespread or very widespread in the country where you live?"
108,c1_c,Very widespread,"For each of the following types of discrimination, could you please specify whether, in your opinion, it is very rare, fairly rare, fairly widespread or very widespread in the country where you live?"
109,c1a_a,Don`t know,"In your opinion, in the country where you live, how widespread is discrimination because a person is Lesbian?"
110,c1a_a,Fairly rare,"In your opinion, in the country where you live, how widespread is discrimination because a person is Lesbian?"
111,c1a_a,Fairly widespread,"In your opinion, in the country where you live, how widespread is discrimination because a person is Lesbian?"
112,c1a_a,Very rare,"In your opinion, in the country where you live, how widespread is discrimination because a person is Lesbian?"
113,c1a_a,Very widespread,"In your opinion, in the country where you live, how widespread is discrimination because a person is Lesbian?"
114,c1a_b,Don`t know,"In your opinion, in the country where you live, how widespread is discrimination because a person is Gay?"
115,c1a_b,Fairly rare,"In your opinion, in the country where you live, how widespread is discrimination because a person is Gay?"
116,c1a_b,Fairly widespread,"In your opinion, in the country where you live, how widespread is discrimination because a person is Gay?"
117,c1a_b,Very rare,"In your opinion, in the country where you live, how widespread is discrimination because a person is Gay?"
118,c1a_b,Very widespread,"In your opinion, in the country where you live, how widespread is discrimination because a person is Gay?"
119,c1a_c,Don`t know,"In your opinion, in the country where you live, how widespread is discrimination because a person is Bisexual?"
120,c1a_c,Fairly rare,"In your opinion, in the country where you live, how widespread is discrimination because a person is Bisexual?"
121,c1a_c,Fairly widespread,"In your opinion, in the country where you live, how widespread is discrimination because a person is Bisexual?"
122,c1a_c,Very rare,"In your opinion, in the country where you live, how widespread is discrimination because a person is Bisexual?"
123,c1a_c,Very widespread,"In your opinion, in the country where you live, how widespread is discrimination because a person is Bisexual?"
124,c1a_d,Don`t know,"In your opinion, in the country where you live, how widespread is discrimination because a person is Transgender?"
125,c1a_d,Fairly rare,"In your opinion, in the country where you live, how widespread is discrimination because a person is Transgender?"
126,c1a_d,Fairly widespread,"In your opinion, in the country where you live, how widespread is discrimination because a person is Transgender?"
127,c1a_d,Very rare,"In your opinion, in the country where you live, how widespread is discrimination because a person is Transgender?"
128,c1a_d,Very widespread,"In your opinion, in the country where you live, how widespread is discrimination because a person is Transgender?"
129,g1_a,Don`t know,"Does your current partner know that you are L, G, B or T?"
130,g1_a,I do not have a partner (Does not apply to me),"Does your current partner know that you are L, G, B or T?"
131,g1_a,No,"Does your current partner know that you are L, G, B or T?"
132,g1_a,Yes,"Does your current partner know that you are L, G, B or T?"
133,g2_a,A few,"In your opinion, how many people know that you are L, G, B or T? Family members (other than your partner(s))?"
134,g2_a,All,"In your opinion, how many people know that you are L, G, B or T? Family members (other than your partner(s))?"
135,g2_a,Don`t know,"In your opinion, how many people know that you are L, G, B or T? Family members (other than your partner(s))?"
136,g2_a,Most,"In your opinion, how many people know that you are L, G, B or T? Family members (other than your partner(s))?"
137,g2_a,None,"In your opinion, how many people know that you are L, G, B or T? Family members (other than your partner(s))?"
138,g2_b,A few,"In your opinion, how many people know that you are L, G, B or T? Friends?"
139,g2_b,All,"In your opinion, how many people know that you are L, G, B or T? Friends?"
140,g2_b,Don`t know,"In your opinion, how many people know that you are L, G, B or T? Friends?"
141,g2_b,Most,"In your opinion, how many people know that you are L, G, B or T? Friends?"
142,g2_b,None,"In your opinion, how many people know that you are L, G, B or T? Friends?"
143,g2_c,A few,"In your opinion, how many people know that you are L, G, B or T? Neighbours?"
144,g2_c,All,"In your opinion, how many people know that you are L, G, B or T? Neighbours?"
145,g2_c,Don`t know,"In your opinion, how many people know that you are L, G, B or T? Neighbours?"
146,g2_c,Most,"In your opinion, how many people know that you are L, G, B or T? Neighbours?"
147,g2_c,None,"In your opinion, how many people know that you are L, G, B or T? Neighbours?"
148,g2_d,A few,"In your opinion, how many people know that you are L, G, B or T? Work colleagues / schoolmates?"
149,g2_d,All,"In your opinion, how many people know that you are L, G, B or T? Work colleagues / schoolmates?"
150,g2_d,Don`t know,"In your opinion, how many people know that you are L, G, B or T? Work colleagues / schoolmates?"
151,g2_d,Most,"In your opinion, how many people know that you are L, G, B or T? Work colleagues / schoolmates?"
152,g2_d,None,"In your opinion, how many people know that you are L, G, B or T? Work colleagues / schoolmates?"
153,g3_a,A few,"To how many people among the following groups are you open about yourself being L, G, B or T? Family members (other than your partner(s))?"
154,g3_a,All,"To how many people among the following groups are you open about yourself being L, G, B or T? Family members (other than your partner(s))?"
155,g3_a,Most,"To how many people among the following groups are you open about yourself being L, G, B or T? Family members (other than your partner(s))?"
156,g3_a,None,"To how many people among the following groups are you open about yourself being L, G, B or T? Family members (other than your partner(s))?"
157,g3_b,A few,"To how many people among the following groups are you open about yourself being L, G, B or T ? Friends ?"
158,g3_b,All,"To how many people among the following groups are you open about yourself being L, G, B or T ? Friends ?"
159,g3_b,Most,"To how many people among the following groups are you open about yourself being L, G, B or T ? Friends ?"
160,g3_b,None,"To how many people among the following groups are you open about yourself being L, G, B or T ? Friends ?"
161,g3_c,A few,"To how many people among the following groups are you open about yourself being L, G, B or T? Neighbours ?"
162,g3_c,All,"To how many people among the following groups are you open about yourself being L, G, B or T? Neighbours ?"
163,g3_c,Most,"To how many people among the following groups are you open about yourself being L, G, B or T? Neighbours ?"
164,g3_c,None,"To how many people among the following groups are you open about yourself being L, G, B or T? Neighbours ?"
165,g3_d,A few,"To how many people among the following groups are you open about yourself being L, G, B or T? Work colleagues / schoolmates?"
166,g3_d,All,"To how many people among the following groups are you open about yourself being L, G, B or T? Work colleagues / schoolmates?"
167,g3_d,Most,"To how many people among the following groups are you open about yourself being L, G, B or T? Work colleagues / schoolmates?"
168,g3_d,None,"To how many people among the following groups are you open about yourself being L, G, B or T? Work colleagues / schoolmates?"
169,g3_e,A few,"To how many people among the following groups are you open about yourself being L, G, B or T? Immediate superior/head of department"
170,g3_e,All,"To how many people among the following groups are you open about yourself being L, G, B or T? Immediate superior/head of department"
171,g3_e,Most,"To how many people among the following groups are you open about yourself being L, G, B or T? Immediate superior/head of department"
172,g3_e,None,"To how many people among the following groups are you open about yourself being L, G, B or T? Immediate superior/head of department"
173,g3_f,A few,"To how many people among the following groups are you open about yourself being L, G, B or T? Customers, clients, etc at work?"
174,g3_f,All,"To how many people among the following groups are you open about yourself being L, G, B or T? Customers, clients, etc at work?"
175,g3_f,Most,"To how many people among the following groups are you open about yourself being L, G, B or T? Customers, clients, etc at work?"
176,g3_f,None,"To how many people among the following groups are you open about yourself being L, G, B or T? Customers, clients, etc at work?"
177,g3_g,A few,"To how many people among the following groups are you open about yourself being L, G, B or T? Medical staff / health care providers?"
178,g3_g,All,"To how many people among the following groups are you open about yourself being L, G, B or T? Medical staff / health care providers?"
179,g3_g,Most,"To how many people among the following groups are you open about yourself being L, G, B or T? Medical staff / health care providers?"
180,g3_g,None,"To how many people among the following groups are you open about yourself being L, G, B or T? Medical staff / health care providers?"
181,g4_a,2-5 times in the last six months,"You have been treated with less courtesy than other people - In the last six months, in your day-to-day life, how often have any of the following things happened to you because you are or are assumed to be lesbian, gay, bisexual and/or transgender?"
182,g4_a,6 times or more in the last six months,"You have been treated with less courtesy than other people - In the last six months, in your day-to-day life, how often have any of the following things happened to you because you are or are assumed to be lesbian, gay, bisexual and/or transgender?"
183,g4_a,Don`t know,"You have been treated with less courtesy than other people - In the last six months, in your day-to-day life, how often have any of the following things happened to you because you are or are assumed to be lesbian, gay, bisexual and/or transgender?"
184,g4_a,Happened only once in the last six months,"You have been treated with less courtesy than other people - In the last six months, in your day-to-day life, how often have any of the following things happened to you because you are or are assumed to be lesbian, gay, bisexual and/or transgender?"
185,g4_a,Never happened in the last sixth months,"You have been treated with less courtesy than other people - In the last six months, in your day-to-day life, how often have any of the following things happened to you because you are or are assumed to be lesbian, gay, bisexual and/or transgender?"
186,g4_b,2-5 times in the last six months,"You have been treated with less respect than other people - In the last six months, in your day-to-day life, how often have any of the following things happened to you because you are or are assumed to be lesbian, gay, bisexual and/or transgender?"
187,g4_b,6 times or more in the last six months,"You have been treated with less respect than other people - In the last six months, in your day-to-day life, how often have any of the following things happened to you because you are or are assumed to be lesbian, gay, bisexual and/or transgender?"
188,g4_b,Don`t know,"You have been treated with less respect than other people - In the last six months, in your day-to-day life, how often have any of the following things happened to you because you are or are assumed to be lesbian, gay, bisexual and/or transgender?"
189,g4_b,Happened only once in the last six months,"You have been treated with less respect than other people - In the last six months, in your day-to-day life, how often have any of the following things happened to you because you are or are assumed to be lesbian, gay, bisexual and/or transgender?"
190,g4_b,Never happened in the last sixth months,"You have been treated with less respect than other people - In the last six months, in your day-to-day life, how often have any of the following things happened to you because you are or are assumed to be lesbian, gay, bisexual and/or transgender?"
191,g4_c,2-5 times in the last six months,"You have received poorer services than others (eg in restaurants, shops) - In the last six months, in your day-to-day life, how often have any of the following things happened to you because you are or are assumed to be L,G,B,T"
192,g4_c,6 times or more in the last six months,"You have received poorer services than others (eg in restaurants, shops) - In the last six months, in your day-to-day life, how often have any of the following things happened to you because you are or are assumed to be L,G,B,T"
193,g4_c,Don`t know,"You have received poorer services than others (eg in restaurants, shops) - In the last six months, in your day-to-day life, how often have any of the following things happened to you because you are or are assumed to be L,G,B,T"
194,g4_c,Happened only once in the last six months,"You have received poorer services than others (eg in restaurants, shops) - In the last six months, in your day-to-day life, how often have any of the following things happened to you because you are or are assumed to be L,G,B,T"
195,g4_c,Never happened in the last sixth months,"You have received poorer services than others (eg in restaurants, shops) - In the last six months, in your day-to-day life, how often have any of the following things happened to you because you are or are assumed to be L,G,B,T"
196,g5,1,"All things considered, how satisfied would you say you are with your life these days? *"
197,g5,10,"All things considered, how satisfied would you say you are with your life these days? *"
198,g5,2,"All things considered, how satisfied would you say you are with your life these days? *"
199,g5,3,"All things considered, how satisfied would you say you are with your life these days? *"
200,g5,4,"All things considered, how satisfied would you say you are with your life these days? *"
201,g5,5,"All things considered, how satisfied would you say you are with your life these days? *"
202,g5,6,"All things considered, how satisfied would you say you are with your life these days? *"
203,g5,7,"All things considered, how satisfied would you say you are with your life these days? *"
204,g5,8,"All things considered, how satisfied would you say you are with your life these days? *"
205,g5,9,"All things considered, how satisfied would you say you are with your life these days? *"
206,h10,Divorced,"In terms of your civil status in the country where you live, are you *"
207,h10,Married/in a registered partnership,"In terms of your civil status in the country where you live, are you *"
208,h10,Separated,"In terms of your civil status in the country where you live, are you *"
209,h10,Single,"In terms of your civil status in the country where you live, are you *"
210,h10,Widowed,"In terms of your civil status in the country where you live, are you *"
211,h11,Have no relationship / do not have a partner,What best describes your current situation in the country where you live *
212,h11,Involved in a relationship without living together,What best describes your current situation in the country where you live *
213,h11,Living together with a partner /spouse,What best describes your current situation in the country where you live *
214,h14,Don`t know,"Have you ever moved to an EU country (and also taken up local residence) together with your same-sex partner, since you married or registered your partnership?"
215,h14,No,"Have you ever moved to an EU country (and also taken up local residence) together with your same-sex partner, since you married or registered your partnership?"
216,h14,Yes,"Have you ever moved to an EU country (and also taken up local residence) together with your same-sex partner, since you married or registered your partnership?"
217,h15,Don`t know,"In the country where you have moved to (taken u p residence), have you or your partner been denied or restricted access to any benefits or services that would have been available for a different-sex spouse or partner because of you having a same-sex partner or spouse?"
218,h15,I did not need or use any benefits or services,"In the country where you have moved to (taken u p residence), have you or your partner been denied or restricted access to any benefits or services that would have been available for a different-sex spouse or partner because of you having a same-sex partner or spouse?"
219,h15,No,"In the country where you have moved to (taken u p residence), have you or your partner been denied or restricted access to any benefits or services that would have been available for a different-sex spouse or partner because of you having a same-sex partner or spouse?"
220,h15,Yes,"In the country where you have moved to (taken u p residence), have you or your partner been denied or restricted access to any benefits or services that would have been available for a different-sex spouse or partner because of you having a same-sex partner or spouse?"
221,h16,A minority in terms of disability (excluding diagnosis of gender dysphoria/gender identity disorder),"In the country where you live, do you consider yourself to be part of any of the following? *"
222,h16,A religious minority,"In the country where you live, do you consider yourself to be part of any of the following? *"
223,h16,A sexual minority,"In the country where you live, do you consider yourself to be part of any of the following? *"
224,h16,An ethnic minority (including of migrant background),"In the country where you live, do you consider yourself to be part of any of the following? *"
225,h16,None of the above,"In the country where you live, do you consider yourself to be part of any of the following? *"
226,h16,Other minority group,"In the country where you live, do you consider yourself to be part of any of the following? *"
227,h9,No,Do any children (under the age of 18) live in your household?
228,h9,Yes,Do any children (under the age of 18) live in your household?
229,h9_1,No,Are you a parent or legal guardian of a child (or children)?
230,h9_1,Yes,Are you a parent or legal guardian of a child (or children)?
231,h9_2,No,Is someone in the household a parent or legal guardian of a child (or children)?
232,h9_2,Yes,Is someone in the household a parent or legal guardian of a child (or children)?
233,i1,I read about it in a newspaper (online or printed),how did you come to know about this survey?
234,i1,I received an email from an organisation or online network,how did you come to know about this survey?
235,i1,"I saw an advertisement (banner) online, please specify where:",how did you come to know about this survey?
236,i1,Somebody told me about it or sent me the link,how did you come to know about this survey?
237,i1,Somewhere else,how did you come to know about this survey?
238,i1,"Through social media (facebook, twitter or etc.)",how did you come to know about this survey?
239,open_at_school,Always open,"Have you been open about you being L, G, B or T? *"
240,open_at_school,hide LGBT identity,"Have you been open about you being L, G, B or T? *"
241,open_at_school,selectively open,"Have you been open about you being L, G, B or T? *"
